Br_relative_l2,Bt_relative_l2,Br_rms,Bt_rms,slotted_FEMM_Br_rms,slotted_FEMM_Bt_rms,lambda_drop,lambda_b_gain,width_scale,notch_kind,normalize_mean,slot_opening_deg,slot_centers_deg,model_csv
0.14799260395946684,0.5240060596153684,0.46911598924055886,0.04676705354357781,0.5106783515674461,0.04904435641138518,0.08,0.14000000000000004,1.4,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.1503461707120945,0.5221672163581486,0.476166474715903,0.04693309737143258,0.5106783515674461,0.04904435641138518,0.04,0.14000000000000004,1.4,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.14836623431600518,0.5254987366767471,0.4792452843773347,0.05369393482223847,0.5106783515674461,0.04904435641138518,0.04,0.22000000000000006,0.8,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.14817331123488275,0.5260166545761766,0.4621711658553522,0.04660525485400647,0.5106783515674461,0.04904435641138518,0.12,0.14000000000000004,1.4,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.1420174455201426,0.5341437116526725,0.4531570286554013,0.05316740982105031,0.5106783515674461,0.04904435641138518,0.32,0.22000000000000006,0.8,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.14761630475138043,0.5291115197758487,0.4537126883739983,0.05330835235987523,0.5106783515674461,0.04904435641138518,0.2,0.18000000000000005,1.2,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.1508791869497173,0.5281970399130242,0.45533683927858576,0.04644774566600008,0.5106783515674461,0.04904435641138518,0.16,0.14000000000000004,1.4,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.1453148921779697,0.5362440801683656,0.4711648503688691,0.028205066604214627,0.5106783515674461,0.04904435641138518,0.08,0.060000000000000026,1.2,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.14374066616219833,0.537923016458368,0.4652394109505571,0.027977041128979047,0.5106783515674461,0.04904435641138518,0.12,0.060000000000000026,1.2,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.1830732536282771,0.4986008652206876,0.42920979332036,0.035958442172111596,0.5106783515674461,0.04904435641138518,0.32,0.10000000000000003,1.4,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
0.1470823584098188,0.5357647703852327,0.4498076058312009,0.05310140878108517,0.5106783515674461,0.04904435641138518,0.36,0.22000000000000006,0.8,gaussian,False,2.8647889756541165,5;15;25;35;45;55,results/paper5_structure2_alpha52_offset30_h7/structure2_br_bt.csv
