objective,Br_L2,Bt_L2,lambda_drop,lambda_b_gain,width_scale,edge_width_deg,edge_bt_gain
0.34270173355594685,0.06859052255655856,0.2741112109993883,0.3,0.14,1.0,11.0,0.06000000000000001
0.3427059502333166,0.06837545256438592,0.2743304976689307,0.32,0.14,1.0,11.0,0.06000000000000001
0.3428231048444631,0.09539213738646217,0.24743096745800092,0.18,0.14,1.0,12.0,0.06000000000000001
0.34282832614749476,0.07328932686375074,0.26953899928374403,0.3,0.16,1.0,11.5,0.08000000000000003
0.34287290655886804,0.07965765722875849,0.26321524933010954,0.33999999999999997,0.14,1.0,12.0,0.10000000000000005
0.34292954240780466,0.0729605294758643,0.26996901293194037,0.32,0.16,1.0,11.5,0.08000000000000003
0.34308813117160564,0.07306042106236928,0.2700277101092364,0.38,0.14,1.0,11.0,0.10000000000000005
0.34312345202407357,0.07571223323798677,0.2674112187860868,0.33999999999999997,0.14,1.0999999999999999,11.5,0.10000000000000005
0.3431998357740988,0.07980338053864212,0.2633964552354567,0.3,0.16,1.0,12.0,0.08000000000000003
0.3433806045633563,0.07962900514951181,0.26375159941384446,0.33999999999999997,0.12,1.0,12.0,0.08000000000000003
0.3434022393760913,0.07695075649217382,0.2664514828839175,0.26,0.14,1.0999999999999999,11.5,0.10000000000000005
0.34352324330400325,0.07618523288578073,0.2673380104182225,0.26,0.12,1.0,11.5,0.08000000000000003
0.3435546949512699,0.10290950973199119,0.24064518521927872,0.18,0.14,1.0,12.5,0.08000000000000003
0.34358188940875833,0.08156338544351803,0.2620185039652403,0.33999999999999997,0.12,1.0999999999999999,12.0,0.08000000000000003
0.3436007171877858,0.0799031210880159,0.2636975960997699,0.4,0.14,1.0,11.5,0.10000000000000005
0.3436047489027562,0.07936534126111977,0.26423940764163645,0.32,0.16,1.0,12.0,0.08000000000000003
0.3436458920130894,0.08273769740767263,0.2609081946054168,0.26,0.12,1.0,12.0,0.08000000000000003
0.34366733355278256,0.06965777420325472,0.27400955934952786,0.28,0.14,1.0,11.0,0.06000000000000001
0.3436688457953394,0.07441013035428809,0.26925871544105134,0.28,0.16,1.0,11.5,0.08000000000000003
0.3436765960682797,0.08096338091012922,0.2627132151581505,0.28,0.16,1.0,12.0,0.08000000000000003
0.34372198566392154,0.06905074734839095,0.2746712383155306,0.33999999999999997,0.14,1.0,11.0,0.06000000000000001
0.3437900052391436,0.0885818625193647,0.2552081427197789,0.42,0.14,1.0,12.0,0.06000000000000001
0.3439657886175388,0.08550766193397571,0.25845812668356305,0.38,0.14,1.0999999999999999,12.0,0.08000000000000003
0.34397000105409387,0.07472644171472576,0.2692435593393681,0.36,0.12,1.0,11.5,0.08000000000000003
0.3440023322075765,0.08537914196623293,0.25862319024134356,0.19999999999999998,0.14,1.0,11.5,0.06000000000000001
